"Date","Price","Open","High","Low","Vol.","Change %"
"07-10-2022","3,187.60","3,304.60","3,304.60","3,137.55","440.35K","-3.64%"
"06-10-2022","3,308.00","3,262.00","3,321.80","3,244.35","462.00K","2.86%"
"04-10-2022","3,216.15","3,182.00","3,263.45","3,102.50","475.01K","3.72%"
"03-10-2022","3,100.80","3,329.90","3,424.65","2,965.65","578.18K","-7.16%"
"30-09-2022","3,339.85","3,344.00","3,416.45","3,251.10","527.57K","-0.96%"
"29-09-2022","3,372.25","3,508.00","3,574.80","3,303.40","2.44M","-2.20%"
"28-09-2022","3,448.05","3,360.00","3,485.00","3,335.00","267.37K","2.05%"
"27-09-2022","3,378.70","3,371.05","3,499.90","3,331.80","483.23K","0.23%"
"26-09-2022","3,371.05","3,500.00","3,527.45","3,275.65","395.28K","-4.91%"
"23-09-2022","3,545.25","3,642.10","3,663.30","3,526.20","143.55K","-2.33%"
"22-09-2022","3,629.90","3,565.00","3,644.95","3,491.00","229.51K","1.81%"
"21-09-2022","3,565.50","3,690.00","3,740.00","3,538.10","368.95K","-2.98%"
"20-09-2022","3,674.95","3,657.95","3,725.00","3,646.05","398.49K","1.52%"
"19-09-2022","3,620.05","3,546.45","3,646.00","3,489.65","267.62K","2.59%"
"16-09-2022","3,528.80","3,608.95","3,631.80","3,469.20","604.56K","-2.01%"
"15-09-2022","3,601.35","3,565.00","3,704.70","3,554.40","326.76K","1.04%"
"14-09-2022","3,564.40","3,570.00","3,620.00","3,550.55","179.83K","-1.12%"
"13-09-2022","3,604.75","3,642.00","3,668.45","3,585.00","220.81K","-0.84%"
"12-09-2022","3,635.40","3,653.75","3,679.85","3,600.00","194.55K","0.06%"
"09-09-2022","3,633.30","3,670.00","3,695.00","3,612.00","204.58K","0.09%"
"08-09-2022","3,629.90","3,685.80","3,712.00","3,605.00","261.33K","-0.86%"
"07-09-2022","3,661.25","3,680.00","3,764.95","3,642.00","330.91K","-0.59%"
"06-09-2022","3,682.85","3,545.95","3,710.00","3,535.95","355.30K","4.31%"
"05-09-2022","3,530.60","3,588.05","3,646.20","3,505.00","249.71K","-2.55%"
"02-09-2022","3,622.85","3,665.00","3,736.00","3,566.00","360.88K","-0.45%"
"01-09-2022","3,639.25","3,684.05","3,727.70","3,580.00","586.99K","-2.82%"
"30-08-2022","3,744.95","3,550.00","3,816.00","3,550.00","1.27M","5.87%"
"29-08-2022","3,537.40","3,301.00","3,550.00","3,301.00","608.81K","2.25%"
"26-08-2022","3,459.65","3,365.50","3,472.00","3,365.50","504.73K","2.81%"
"25-08-2022","3,365.20","3,420.00","3,440.00","3,340.00","185.49K","-1.83%"
"24-08-2022","3,427.80","3,362.35","3,459.00","3,335.00","459.11K","-0.09%"
"23-08-2022","3,430.95","3,300.00","3,448.00","3,239.30","497.09K","1.98%"
"22-08-2022","3,364.30","3,390.90","3,440.00","3,305.00","346.32K","-0.78%"
"19-08-2022","3,390.90","3,480.00","3,491.85","3,328.00","492.66K","-2.09%"
"18-08-2022","3,463.30","3,460.00","3,495.00","3,434.10","582.58K","-0.25%"
"17-08-2022","3,471.85","3,485.70","3,533.45","3,405.00","295.43K","-0.51%"
"16-08-2022","3,489.70","3,438.30","3,498.00","3,415.40","230.77K","1.88%"
"12-08-2022","3,425.40","3,347.00","3,439.80","3,338.35","453.98K","2.18%"
"11-08-2022","3,352.30","3,362.00","3,399.30","3,309.00","473.13K","0.03%"
"10-08-2022","3,351.40","3,388.00","3,390.00","3,271.00","551.86K","-0.40%"
"08-08-2022","3,365.00","3,363.95","3,474.00","3,287.25","514.37K","0.53%"
"05-08-2022","3,347.40","3,365.90","3,378.80","3,302.55","502.62K","-0.07%"
"04-08-2022","3,349.65","3,284.85","3,389.00","3,180.00","672.04K","2.44%"
"03-08-2022","3,269.95","3,240.00","3,299.00","2,811.00","336.68K","0.65%"
"02-08-2022","3,248.85","3,210.00","3,265.55","3,173.20","500.36K","0.97%"
"01-08-2022","3,217.65","3,144.00","3,232.30","3,080.00","495.73K","2.89%"
"29-07-2022","3,127.20","3,035.00","3,158.00","3,014.00","457.76K","4.04%"
"28-07-2022","3,005.90","2,977.00","3,018.00","2,958.30","258.80K","1.55%"
"27-07-2022","2,960.10","2,908.00","2,977.95","2,885.00","310.01K","2.14%"
"26-07-2022","2,898.20","2,890.00","2,912.00","2,841.50","230.81K","0.67%"
"25-07-2022","2,878.85","2,860.00","2,924.20","2,836.85","363.14K","0.16%"
"22-07-2022","2,874.20","2,878.85","2,889.70","2,816.10","339.75K","-0.08%"
"21-07-2022","2,876.60","2,785.00","2,893.00","2,741.05","737.81K","3.48%"
"20-07-2022","2,779.95","2,849.85","2,860.45","2,728.10","341.96K","-1.85%"
"19-07-2022","2,832.35","2,817.00","2,847.00","2,765.10","456.76K","-0.02%"
"18-07-2022","2,832.80","2,832.00","2,859.90","2,767.60","461.19K","0.89%"
"15-07-2022","2,807.70","2,800.00","2,847.65","2,731.05","572.56K","1.55%"
"14-07-2022","2,764.85","2,689.00","2,832.00","2,601.00","592.27K","3.47%"
"13-07-2022","2,672.10","2,830.00","2,867.50","2,646.00","715.24K","-4.48%"
"12-07-2022","2,797.55","2,690.00","2,844.95","2,685.05","931.70K","2.98%"
"11-07-2022","2,716.65","2,550.00","2,775.00","2,502.15","974.39K","6.92%"
"08-07-2022","2,540.80","2,490.00","2,564.00","2,470.50","230.64K","2.21%"
"07-07-2022","2,485.75","2,499.85","2,546.00","2,465.05","160.66K","0.42%"
"06-07-2022","2,475.35","2,426.80","2,487.80","2,410.45","257.99K","2.69%"
"05-07-2022","2,410.45","2,400.05","2,434.80","2,362.45","355.96K","0.57%"
"04-07-2022","2,396.80","2,405.60","2,429.90","2,377.00","322.32K","0.33%"
"01-07-2022","2,389.00","2,392.55","2,442.95","2,370.00","436.50K","-0.16%"
"30-06-2022","2,392.90","2,424.00","2,445.00","2,371.55","627.11K","1.93%"
"29-06-2022","2,347.70","2,350.00","2,464.00","2,330.75","535.71K","-1.95%"
"28-06-2022","2,394.40","2,285.00","2,410.00","2,230.00","474.02K","4.57%"
"27-06-2022","2,289.80","2,301.95","2,319.85","2,262.20","200.44K","-0.08%"
"24-06-2022","2,291.60","2,284.90","2,335.00","2,265.00","323.81K","1.19%"
"23-06-2022","2,264.65","2,290.00","2,320.00","2,195.85","703.03K","-0.27%"
"22-06-2022","2,270.80","2,380.00","2,458.80","2,231.00","1.63M","-4.70%"
"21-06-2022","2,382.90","2,000.50","2,387.00","1,980.15","1.05M","19.79%"
"20-06-2022","1,989.20","2,152.00","2,177.00","1,948.00","559.21K","-7.44%"
"17-06-2022","2,149.05","2,330.00","2,353.25","2,062.25","1.10M","-9.57%"
"16-06-2022","2,376.50","2,375.00","2,410.00","2,241.90","478.33K","1.05%"
"15-06-2022","2,351.80","2,383.70","2,419.95","2,332.00","311.85K","-0.96%"
"14-06-2022","2,374.70","2,325.00","2,400.00","2,302.00","268.06K","1.59%"
"13-06-2022","2,337.55","2,335.10","2,407.45","2,321.30","287.80K","-2.53%"
"10-06-2022","2,398.30","2,430.00","2,485.00","2,370.90","318.81K","-3.99%"
"09-06-2022","2,498.05","2,429.00","2,515.00","2,411.30","281.26K","2.07%"
"08-06-2022","2,447.35","2,480.15","2,524.90","2,426.20","268.96K","-2.06%"
"07-06-2022","2,498.95","2,480.00","2,585.60","2,401.00","430.80K","0.76%"
"06-06-2022","2,480.10","2,379.00","2,511.20","2,284.00","266.57K","3.75%"
"03-06-2022","2,390.45","2,467.00","2,467.00","2,353.10","388.29K","-2.27%"
"02-06-2022","2,445.85","2,330.00","2,495.25","2,295.15","487.75K","5.16%"
"01-06-2022","2,325.90","2,380.90","2,458.60","2,276.00","705.86K","-3.00%"
"31-05-2022","2,397.90","2,580.00","2,624.00","2,335.90","1.52M","-7.40%"
"30-05-2022","2,589.50","2,468.00","2,610.00","2,465.05","357.49K","5.42%"
"27-05-2022","2,456.45","2,440.00","2,485.75","2,360.00","308.23K","2.72%"
"26-05-2022","2,391.35","2,230.00","2,438.60","2,145.00","365.37K","7.87%"
"25-05-2022","2,216.95","2,315.00","2,328.00","2,185.70","304.53K","-4.78%"
"24-05-2022","2,328.25","2,377.00","2,394.95","2,290.00","295.78K","-0.14%"
"23-05-2022","2,331.60","2,400.00","2,434.70","2,311.20","292.94K","-2.05%"
"20-05-2022","2,380.35","2,449.80","2,460.00","2,355.80","444.44K","0.08%"
"19-05-2022","2,378.50","2,419.00","2,449.90","2,350.00","210.24K","-4.31%"
"18-05-2022","2,485.70","2,543.00","2,561.95","2,460.00","412.95K","-0.59%"
"17-05-2022","2,500.50","2,414.15","2,518.00","2,385.15","371.04K","4.69%"
"16-05-2022","2,388.55","2,340.00","2,424.80","2,312.35","154.09K","0.82%"
"13-05-2022","2,369.10","2,311.00","2,490.00","2,311.00","554.24K","3.27%"
"12-05-2022","2,294.10","2,362.50","2,398.00","2,166.05","602.56K","-2.59%"
"11-05-2022","2,355.05","2,345.00","2,454.00","2,236.05","508.76K","-0.24%"
"10-05-2022","2,360.65","2,376.15","2,438.00","2,301.00","469.69K","-0.61%"
"09-05-2022","2,375.25","2,400.00","2,423.40","2,300.00","305.94K","-2.56%"
"06-05-2022","2,437.65","2,375.00","2,476.00","2,370.15","359.82K","-0.52%"
"05-05-2022","2,450.50","2,375.05","2,495.00","2,361.05","416.55K","0.14%"
"04-05-2022","2,447.05","2,450.00","2,504.95","2,434.05","310.20K","-1.65%"
"02-05-2022","2,488.20","2,451.00","2,520.00","2,442.15","305.25K","1.52%"
"29-04-2022","2,450.95","2,599.40","2,609.70","2,373.70","659.46K","-4.36%"
"28-04-2022","2,562.60","2,553.00","2,628.00","2,532.10","465.69K","2.38%"
"27-04-2022","2,503.00","2,573.05","2,580.00","2,448.65","345.20K","-2.32%"
"26-04-2022","2,562.50","2,478.15","2,595.00","2,430.00","702.99K","5.89%"
"25-04-2022","2,420.00","2,419.00","2,474.75","2,400.00","268.34K","0.29%"
"22-04-2022","2,413.00","2,420.00","2,480.00","2,393.00","197.10K","-1.24%"
"21-04-2022","2,443.35","2,509.00","2,530.00","2,415.20","292.02K","-1.41%"
"20-04-2022","2,478.40","2,421.00","2,500.00","2,415.00","290.67K","4.60%"
"19-04-2022","2,369.40","2,522.00","2,552.00","2,300.00","420.81K","-5.03%"
"18-04-2022","2,495.00","2,482.50","2,520.05","2,322.70","288.49K","-0.23%"
"13-04-2022","2,500.85","2,545.00","2,569.95","2,465.45","213.50K","-0.05%"
"12-04-2022","2,502.05","2,700.00","2,740.00","2,454.05","804.61K","-6.11%"
"11-04-2022","2,665.00","2,469.00","2,669.80","2,469.00","553.15K","9.80%"
"08-04-2022","2,427.10","2,399.80","2,450.00","2,378.85","159.99K","2.73%"
"07-04-2022","2,362.70","2,530.00","2,600.00","2,303.00","506.68K","-6.87%"
"06-04-2022","2,536.95","2,489.95","2,560.00","2,468.15","343.76K","2.79%"
"05-04-2022","2,468.15","2,366.80","2,485.00","2,310.00","267.15K","4.15%"
"04-04-2022","2,369.80","2,280.00","2,382.00","2,268.00","274.46K","5.35%"
"01-04-2022","2,249.50","2,178.55","2,281.00","2,155.65","239.88K","4.64%"
"31-03-2022","2,149.80","2,100.00","2,208.95","2,096.00","241.99K","1.18%"
"30-03-2022","2,124.65","2,179.00","2,242.90","2,070.00","233.13K","-2.57%"
"29-03-2022","2,180.80","2,179.00","2,190.00","2,090.00","239.91K","1.85%"
"28-03-2022","2,141.20","2,095.00","2,221.95","2,080.00","370.49K","4.21%"
"25-03-2022","2,054.60","2,015.00","2,069.00","1,977.75","205.34K","3.78%"
"24-03-2022","1,979.75","1,910.00","1,992.90","1,855.00","294.15K","4.31%"
"23-03-2022","1,898.00","1,889.00","1,914.00","1,845.00","411.44K","0.75%"
"22-03-2022","1,883.95","1,845.45","1,904.85","1,805.00","334.09K","3.85%"
"21-03-2022","1,814.15","1,810.20","1,836.90","1,790.65","157.86K","2.68%"
"17-03-2022","1,766.80","1,701.25","1,769.35","1,682.25","706.01K","4.85%"
"16-03-2022","1,685.10","1,631.00","1,696.90","1,631.00","308.78K","3.74%"
"15-03-2022","1,624.40","1,655.00","1,673.00","1,610.00","242.93K","-1.57%"
"14-03-2022","1,650.35","1,664.90","1,677.30","1,642.05","277.78K","-0.69%"
"11-03-2022","1,661.85","1,686.15","1,714.00","1,649.25","135.45K","-2.02%"
"10-03-2022","1,696.05","1,644.90","1,696.10","1,622.05","358.38K","5.00%"
"09-03-2022","1,615.35","1,650.00","1,695.40","1,601.00","169.16K","-0.88%"
"08-03-2022","1,629.65","1,692.00","1,755.05","1,629.25","263.88K","-4.97%"
"07-03-2022","1,714.95","1,769.10","1,789.80","1,714.95","162.24K","-5.00%"
"04-03-2022","1,805.20","1,769.95","1,838.00","1,733.00","307.02K","3.08%"
"03-03-2022","1,751.25","1,735.00","1,751.25","1,701.30","134.85K","5.00%"
"02-03-2022","1,667.90","1,592.00","1,667.90","1,550.30","123.18K","5.00%"
"28-02-2022","1,588.50","1,524.70","1,604.95","1,510.30","305.35K","0.97%"
"25-02-2022","1,573.20","1,566.25","1,625.00","1,550.00","101.27K","0.52%"
"24-02-2022","1,565.05","1,561.00","1,614.50","1,559.75","133.53K","-4.67%"
"23-02-2022","1,641.80","1,595.00","1,666.85","1,580.00","104.40K","3.42%"
"22-02-2022","1,587.50","1,545.00","1,598.00","1,511.55","80.78K","-0.23%"
"21-02-2022","1,591.10","1,675.00","1,675.00","1,581.95","65.24K","-4.45%"
"18-02-2022","1,665.20","1,697.00","1,726.85","1,650.00","61.17K","-3.57%"
"17-02-2022","1,726.85","1,709.00","1,747.90","1,681.00","145.97K","2.40%"
"16-02-2022","1,686.35","1,728.00","1,760.00","1,675.00","92.23K","-2.96%"
"15-02-2022","1,737.70","1,626.70","1,749.00","1,626.70","98.41K","1.48%"
"14-02-2022","1,712.30","1,713.30","1,755.00","1,700.80","153.45K","-4.36%"
"11-02-2022","1,790.30","1,796.90","1,799.00","1,731.00","292.37K","-1.12%"
"10-02-2022","1,810.55","1,769.00","1,830.00","1,676.75","347.97K","2.58%"
"09-02-2022","1,765.00","1,805.00","1,821.00","1,750.00","255.48K","-2.43%"
"08-02-2022","1,809.05","1,820.15","1,835.00","1,780.00","81.28K","-0.61%"
"07-02-2022","1,820.15","1,876.00","1,879.00","1,801.00","76.64K","-1.67%"
"04-02-2022","1,851.10","1,868.00","1,870.00","1,830.00","235.78K","-0.03%"
"03-02-2022","1,851.65","1,845.00","1,869.95","1,783.25","258.85K","-1.36%"
"02-02-2022","1,877.10","1,880.00","1,880.00","1,861.00","280.99K","0.67%"
"01-02-2022","1,864.65","1,830.00","1,880.00","1,830.00","349.74K","2.38%"
"31-01-2022","1,821.25","1,847.00","1,888.00","1,802.00","178.62K","-0.53%"
"28-01-2022","1,830.90","1,835.00","1,864.95","1,810.15","250.66K","0.01%"
"27-01-2022","1,830.75","1,839.00","1,850.05","1,780.00","288.69K","0.30%"
"25-01-2022","1,825.20","1,750.00","1,848.90","1,700.00","231.20K","2.47%"
"24-01-2022","1,781.15","1,844.90","1,844.90","1,735.95","223.55K","-2.53%"
"21-01-2022","1,827.30","1,804.00","1,890.00","1,745.00","287.54K","1.31%"
"20-01-2022","1,803.70","1,780.05","1,810.00","1,765.00","64.95K","0.49%"
"19-01-2022","1,794.90","1,818.00","1,820.00","1,761.00","40.54K","-1.13%"
"18-01-2022","1,815.45","1,798.80","1,822.00","1,780.00","75.76K","0.93%"
"17-01-2022","1,798.80","1,840.00","1,840.00","1,776.20","198.01K","-0.39%"
"14-01-2022","1,805.85","1,828.00","1,828.00","1,785.00","151.88K","-0.85%"
"13-01-2022","1,821.25","1,800.00","1,833.00","1,775.00","108.50K","1.37%"
"12-01-2022","1,796.70","1,800.00","1,805.00","1,765.00","121.93K","0.94%"
"11-01-2022","1,779.95","1,790.00","1,798.65","1,740.25","178.09K","0.94%"
"10-01-2022","1,763.35","1,790.10","1,809.80","1,750.00","53.43K","-1.37%"
"07-01-2022","1,787.80","1,801.00","1,820.00","1,765.00","53.57K","-0.59%"
"06-01-2022","1,798.50","1,760.00","1,800.00","1,731.70","272.34K","1.51%"
"05-01-2022","1,771.70","1,725.00","1,774.90","1,725.00","368.31K","1.01%"
"04-01-2022","1,753.95","1,752.00","1,769.90","1,715.00","431.31K","0.58%"
"03-01-2022","1,743.80","1,685.05","1,770.00","1,685.05","332.11K","1.28%"
"31-12-2021","1,721.80","1,701.00","1,740.00","1,681.10","271.00K","2.34%"
"30-12-2021","1,682.40","1,726.00","1,762.55","1,662.00","402.88K","-3.82%"
"29-12-2021","1,749.20","1,760.00","1,772.00","1,730.00","239.22K","-0.73%"
"28-12-2021","1,762.05","1,784.00","1,798.00","1,728.00","62.28K","-0.43%"
"27-12-2021","1,769.65","1,705.00","1,783.00","1,665.00","71.98K","3.34%"
"24-12-2021","1,712.40","1,720.05","1,745.00","1,678.00","47.72K","-2.28%"
"23-12-2021","1,752.30","1,800.00","1,800.00","1,725.00","83.15K","0.79%"
"22-12-2021","1,738.60","1,700.00","1,781.50","1,620.10","126.28K","2.36%"
"21-12-2021","1,698.45","1,680.15","1,818.00","1,680.15","104.03K","-3.96%"
"20-12-2021","1,768.55","1,768.55","1,789.00","1,768.55","38.15K","-5.00%"
"17-12-2021","1,861.60","1,875.00","1,977.00","1,819.95","390.89K","-2.82%"
"16-12-2021","1,915.70","1,975.00","1,987.10","1,848.00","178.66K","-1.52%"
"15-12-2021","1,945.25","1,896.00","1,950.00","1,860.00","74.68K","2.39%"
"14-12-2021","1,899.80","1,810.00","1,900.50","1,770.75","183.22K","4.96%"
"13-12-2021","1,810.00","1,870.00","1,870.00","1,760.00","193.94K","-0.82%"
"10-12-2021","1,825.00","1,730.00","1,840.00","1,725.10","243.34K","3.46%"
"09-12-2021","1,763.90","1,703.00","1,770.00","1,672.20","171.70K","4.43%"
"08-12-2021","1,689.05","1,635.00","1,709.00","1,630.00","169.49K","3.72%"
"07-12-2021","1,628.40","1,589.20","1,635.00","1,545.00","152.77K","4.31%"
"06-12-2021","1,561.05","1,592.75","1,620.00","1,513.15","133.88K","-1.99%"
"03-12-2021","1,592.75","1,665.00","1,669.00","1,580.00","149.22K","-3.92%"
"02-12-2021","1,657.75","1,640.00","1,671.20","1,615.00","491.51K","1.95%"
"01-12-2021","1,626.10","1,620.00","1,660.00","1,583.85","472.90K","1.64%"
"30-11-2021","1,599.85","1,556.00","1,657.00","1,556.00","1.39M","1.28%"
"29-11-2021","1,579.60","1,590.35","1,600.00","1,563.35","560.21K","-4.01%"
"26-11-2021","1,645.60","1,591.25","1,659.00","1,591.25","802.82K","-1.50%"
"25-11-2021","1,670.70","1,670.00","1,675.00","1,643.05","78.13K","0.87%"
"24-11-2021","1,656.25","1,685.00","1,685.00","1,631.00","69.54K","-1.06%"
"23-11-2021","1,674.05","1,612.00","1,682.00","1,612.00","534.11K","1.18%"
"22-11-2021","1,654.55","1,635.00","1,660.00","1,610.00","512.28K","-0.15%"
"18-11-2021","1,657.10","1,636.20","1,665.00","1,600.00","612.01K","1.28%"
"17-11-2021","1,636.20","1,649.00","1,660.00","1,611.00","593.19K","-0.76%"
"16-11-2021","1,648.75","1,626.00","1,660.00","1,626.00","703.39K","0.16%"
"15-11-2021","1,646.15","1,680.00","1,710.00","1,595.55","505.51K","-1.03%"
"12-11-2021","1,663.25","1,666.00","1,715.00","1,643.00","177.81K","0.26%"
"11-11-2021","1,658.90","1,632.00","1,664.00","1,578.15","690.96K","2.96%"
"10-11-2021","1,611.15","1,580.00","1,625.00","1,577.05","146.07K","2.29%"
"09-11-2021","1,575.10","1,515.00","1,576.65","1,506.75","257.70K","4.89%"
"08-11-2021","1,501.60","1,415.00","1,505.60","1,415.00","396.79K","4.72%"
"04-11-2021","1,433.95","1,450.00","1,464.00","1,430.00","9.42K","-1.24%"
"03-11-2021","1,452.00","1,447.00","1,465.00","1,431.60","163.22K","0.84%"
"02-11-2021","1,439.90","1,440.00","1,457.00","1,410.50","284.96K","0.35%"
"01-11-2021","1,434.85","1,374.55","1,459.00","1,374.55","451.96K","-0.32%"
"29-10-2021","1,439.45","1,366.65","1,455.00","1,360.00","189.94K","2.17%"
"28-10-2021","1,408.90","1,475.10","1,480.00","1,401.35","487.53K","-4.49%"
"27-10-2021","1,475.10","1,450.00","1,483.70","1,435.00","711.67K","2.86%"
"26-10-2021","1,434.05","1,436.30","1,470.00","1,411.20","593.25K","-1.45%"
"25-10-2021","1,455.15","1,429.00","1,466.30","1,400.00","608.46K","1.77%"
"22-10-2021","1,429.85","1,460.00","1,460.00","1,393.55","673.48K","-2.52%"
"21-10-2021","1,466.85","1,417.05","1,473.20","1,417.05","904.41K","4.55%"
"20-10-2021","1,403.05","1,430.30","1,439.95","1,390.00","497.98K","-1.26%"
"19-10-2021","1,421.00","1,446.00","1,470.00","1,390.00","72.74K","-1.66%"
"18-10-2021","1,445.05","1,466.50","1,480.00","1,430.00","731.10K","-0.48%"
"14-10-2021","1,452.00","1,430.00","1,460.55","1,426.00","114.60K","0.31%"
"13-10-2021","1,447.50","1,392.30","1,454.00","1,385.00","193.40K","2.92%"
"12-10-2021","1,406.40","1,415.00","1,415.00","1,370.00","86.88K","-0.62%"
